id,number,html_url,state,merged,title,user_login,user_id,body,created_at,closed_at,merged_at,comments,review_comments,base_repo_name,commits,additions,deletions,changed_files
2238348479,1970,https://github.com/world-federation-of-advertisers/cross-media-measurement/pull/1970,closed,True,feat: implement deletePrincipal and lookupPrincipal,roaminggypsy,37773368,,2024-12-16 21:57:49+00:00,2024-12-18 18:44:14+00:00,2024-12-18 18:44:14+00:00,1,0,cross-media-measurement,6,497,0,5
2230022681,1969,https://github.com/world-federation-of-advertisers/cross-media-measurement/pull/1969,closed,True,feat: Define Permissions for Reporting API,SanjayVas,1747892,,2024-12-11 21:37:46+00:00,2024-12-19 18:39:21+00:00,2024-12-19 18:39:21+00:00,1,0,cross-media-measurement,1,153,0,2
2228090301,1966,https://github.com/world-federation-of-advertisers/cross-media-measurement/pull/1966,closed,True,ci: Migrate worker2 from AWS to GCP,renjiezh,94721804,,2024-12-11 06:33:23+00:00,2024-12-11 22:53:05+00:00,2024-12-11 22:53:05+00:00,1,0,cross-media-measurement,3,12,2,4
2227568452,1964,https://github.com/world-federation-of-advertisers/cross-media-measurement/pull/1964,closed,True,feat: Add server for Access API,SanjayVas,1747892,,2024-12-10 22:44:57+00:00,2024-12-11 01:21:11+00:00,2024-12-11 01:21:11+00:00,2,0,cross-media-measurement,1,192,0,5
2227565464,1963,https://github.com/world-federation-of-advertisers/cross-media-measurement/pull/1963,closed,True,feat: Add server for Access internal API,SanjayVas,1747892,,2024-12-10 22:43:23+00:00,2024-12-10 23:50:38+00:00,2024-12-10 23:50:38+00:00,1,0,cross-media-measurement,1,217,0,6
2227136154,1962,https://github.com/world-federation-of-advertisers/cross-media-measurement/pull/1962,closed,True,fix: Execute exchange tasks as new coroutines.,robinsons,7083419,"This fix changes how exchange tasks are executed in order to allow multiple tasks to run concurrently.

In the past, exchange tasks were launched as child coroutines of a specified `CoroutineScope`. At some point this logic was updated so that `ExchangeTaskExecutor.execute()` would create its own scope and launch jobs to execute tasks like so:

```kt
// ExchangeTaskExecutor.kt, shorted to emphasize the relevant parts
suspend fun execute(exchangeStep: ApiClient.ClaimedExchangeStep) = coroutineScope {
  launch {
    // executes exchangeStep in a try/catch block
  }
}
```

Since the outer `coroutineScope { ... }` block doesn't return until all of its child coroutines have completed, this effectively made it so that at most 1 exchange task could be executed at a time.

With this fix, we instead launch child coroutines from the site which calls `ExchangeTaskExecutor.execute()`, which once again allows us to run multiple exchange tasks concurrently.",2024-12-10 18:30:49+00:00,2024-12-16 18:46:09+00:00,2024-12-16 18:46:09+00:00,1,0,cross-media-measurement,1,300,213,9
2225833442,1960,https://github.com/world-federation-of-advertisers/cross-media-measurement/pull/1960,closed,True,feat: report processor to support incremental reach.,ple13,15066084,,2024-12-10 09:00:36+00:00,2024-12-13 19:48:08+00:00,2024-12-13 19:48:08+00:00,1,0,cross-media-measurement,12,265,147,8
2219364788,1959,https://github.com/world-federation-of-advertisers/cross-media-measurement/pull/1959,open,False,feat: implement prober github workflow,roaminggypsy,37773368,,2024-12-06 07:33:19+00:00,,,1,0,cross-media-measurement,8,155,0,2
2218868707,1958,https://github.com/world-federation-of-advertisers/cross-media-measurement/pull/1958,closed,True,fix: Register event annotations when loading event message descriptor,SanjayVas,1747892,"This ensures that annotated event templates are found in the descriptor set passed to --event-message-descriptor-set

Closes #1934",2024-12-06 00:07:29+00:00,2024-12-06 16:56:09+00:00,2024-12-06 16:56:09+00:00,2,0,cross-media-measurement,1,9,1,1
2218644054,1957,https://github.com/world-federation-of-advertisers/cross-media-measurement/pull/1957,open,False,feat: configure prober in dev,roaminggypsy,37773368,,2024-12-05 21:38:12+00:00,,,1,0,cross-media-measurement,16,109,29,7
2217376181,1956,https://github.com/world-federation-of-advertisers/cross-media-measurement/pull/1956,closed,True,feat: implement public create principal and related tests,roaminggypsy,37773368,,2024-12-05 11:01:20+00:00,2024-12-09 18:58:49+00:00,2024-12-09 18:58:49+00:00,1,0,cross-media-measurement,10,375,5,7
2216250682,1955,https://github.com/world-federation-of-advertisers/cross-media-measurement/pull/1955,closed,False,feat: implement create principal ,roaminggypsy,37773368,,2024-12-04 21:34:12+00:00,2024-12-05 10:55:39+00:00,,1,0,cross-media-measurement,0,0,0,0
2213683765,1954,https://github.com/world-federation-of-advertisers/cross-media-measurement/pull/1954,closed,True,feat: Implement Access GetPrincipal and UpdateRole ,SanjayVas,1747892,These two methods are being implemented first to demonstrate the general pattern and make it easier for another engineer to implement the rest.,2024-12-03 21:24:32+00:00,2024-12-05 01:15:34+00:00,2024-12-05 01:15:34+00:00,2,0,cross-media-measurement,1,1096,0,16
2213681508,1953,https://github.com/world-federation-of-advertisers/cross-media-measurement/pull/1953,closed,True,feat: Add error reasons and exceptions for internal Access API,SanjayVas,1747892,,2024-12-03 21:23:00+00:00,2024-12-05 01:07:59+00:00,2024-12-05 01:07:59+00:00,2,0,cross-media-measurement,1,420,0,6
2213675347,1952,https://github.com/world-federation-of-advertisers/cross-media-measurement/pull/1952,closed,True,refactor: Extract common functionality for APIs,SanjayVas,1747892,"* Common patterns for resource IDs.
* Function for building StatusRuntimeExceptions with ErrorInfo.

This is pre-factoring for implementing the Access API.",2024-12-03 21:18:36+00:00,2024-12-05 00:52:52+00:00,2024-12-05 00:52:52+00:00,2,0,cross-media-measurement,1,89,24,11
2213522381,1951,https://github.com/world-federation-of-advertisers/cross-media-measurement/pull/1951,open,False,test: Create CUE files for  Population Requisition Fulfiller KIND test,jojijac0b,13946688,"Add PopulationRequisitionFulfillerDaemon image to images.bzl
Create the CUE files that will invoke the PopulationRequisitionFulfillerDaemon

",2024-12-03 19:24:46+00:00,,,1,0,cross-media-measurement,45,817,31,31
2213355323,1950,https://github.com/world-federation-of-advertisers/cross-media-measurement/pull/1950,closed,True,fix: Modify IDs used in Report creation in Cloud Correctness Test,tristanvuong2021,85768771,fix: Modify IDs used in Report creation in Cloud Correctness Test,2024-12-03 17:41:53+00:00,2024-12-05 16:24:01+00:00,2024-12-05 16:24:01+00:00,1,0,cross-media-measurement,5,9,6,1
2213269841,1949,https://github.com/world-federation-of-advertisers/cross-media-measurement/pull/1949,closed,True,perf: Recreate metric reuse index,tristanvuong2021,85768771,"The current index isn't actually capable of being used and is leading to sequential scans. The new index along with the corresponding query changes allows the index to actually be used, cutting the execution time to 1/10th of what it is currently.",2024-12-03 16:58:48+00:00,2024-12-05 16:38:58+00:00,2024-12-05 16:38:58+00:00,1,0,cross-media-measurement,8,68,17,4
2212187428,1946,https://github.com/world-federation-of-advertisers/cross-media-measurement/pull/1946,open,False,feat: Add the Google PubSub terraform script.,Marco-Premier,1636171,,2024-12-03 08:38:51+00:00,,,1,0,cross-media-measurement,6,134,0,6
2211581474,1945,https://github.com/world-federation-of-advertisers/cross-media-measurement/pull/1945,closed,True,fix: Ensure event annotations is included in compile-time protobuf descriptors,SanjayVas,1747892,A FileDescriptor that is a compile-time dependency is not considered the same as the FileDescriptor loaded at run-time from a FileDescriptorSet for the same file. This ensures that the FileDescriptor for event_annotations.proto known at compile-time is used instead of one that's possibly loaded from the `--event-message-descriptor-set` option.,2024-12-03 00:20:43+00:00,2024-12-03 05:05:19+00:00,2024-12-03 05:05:18+00:00,2,0,cross-media-measurement,1,20,14,4
2209199368,1942,https://github.com/world-federation-of-advertisers/cross-media-measurement/pull/1942,open,False,feat: Add Basic Report,kungfucraig,700015,,2024-12-01 23:35:57+00:00,,,1,0,cross-media-measurement,23,1210,0,9
2204632098,1940,https://github.com/world-federation-of-advertisers/cross-media-measurement/pull/1940,closed,True,fix: Set --hmss-maximum-concurrency=5 in dev configuration for GKE,SanjayVas,1747892,"This option was intended to be set in #1707, but was missing on the GKE Duchy configuration.",2024-11-28 01:30:15+00:00,2024-12-12 01:18:25+00:00,2024-12-12 01:18:25+00:00,1,0,cross-media-measurement,1,1,0,1
2204514447,1939,https://github.com/world-federation-of-advertisers/cross-media-measurement/pull/1939,closed,True,feat: Expose deletion_protection variable on gcloud cluster Terraform module,SanjayVas,1747892,,2024-11-28 00:00:41+00:00,2024-12-02 19:08:54+00:00,2024-12-02 19:08:54+00:00,2,0,cross-media-measurement,1,8,0,2
2204142687,1938,https://github.com/world-federation-of-advertisers/cross-media-measurement/pull/1938,closed,True,fix: Drop unused UpdatePrincipal method and rename repeated field,SanjayVas,1747892,The UpdatePrincipal method does not make sense as all the fields on Principal are immutable.,2024-11-27 19:26:10+00:00,2024-11-28 06:41:04+00:00,2024-11-28 06:41:04+00:00,1,0,cross-media-measurement,1,1,30,3
2202127138,1935,https://github.com/world-federation-of-advertisers/cross-media-measurement/pull/1935,closed,True,feat: prober cron job local configuration,roaminggypsy,37773368,,2024-11-27 00:02:33+00:00,2024-12-05 07:10:46+00:00,2024-12-05 07:10:46+00:00,2,0,cross-media-measurement,15,226,20,9
2199239704,1933,https://github.com/world-federation-of-advertisers/cross-media-measurement/pull/1933,closed,True,ci: Mark webpack_bundle target as no-remote-exec,SanjayVas,1747892,"This target can fail when built remotely, e.g. using BuildBuddy.",2024-11-25 19:11:27+00:00,2024-12-04 17:35:50+00:00,2024-12-04 17:35:50+00:00,1,0,cross-media-measurement,1,3,0,1
2191087114,1932,https://github.com/world-federation-of-advertisers/cross-media-measurement/pull/1932,closed,True,feat: Implement internal Access API services,SanjayVas,1747892,,2024-11-21 01:18:23+00:00,2024-12-10 21:14:38+00:00,2024-12-10 21:14:38+00:00,2,0,cross-media-measurement,1,3842,0,26
2190970793,1931,https://github.com/world-federation-of-advertisers/cross-media-measurement/pull/1931,closed,True,feat: Add flag for specifying the the VID model line,kungfucraig,700015,"Support VID Model Line rollout using Reporting Server flags. Two flags are added:

–default-vid-model-line=<String>
Specifies the VID model line value to be used for the “model_line” field in MeasurementSpec This in turn determines what VID model line that EDPs will use to fulfill Requisitions. If empty EDPs must agree offline what the default is. Once enabled we encourage that this case become an error.

–measurement-consumer-vid-model-line=Map<String, String>
A map of MC names to model lines. When a Metric is created, if the Metric is for an MC present in this map, then the model line provided as the value will be used for the  “model_line” field in MeasurementSpec.",2024-11-20 23:20:10+00:00,2024-12-06 23:22:31+00:00,2024-12-06 23:22:31+00:00,1,0,cross-media-measurement,10,82,11,7
2188568442,1928,https://github.com/world-federation-of-advertisers/cross-media-measurement/pull/1928,closed,True,docs: update local kubenetes configuration README.md,roaminggypsy,37773368,,2024-11-19 22:31:31+00:00,2024-11-26 21:40:34+00:00,2024-11-26 21:40:34+00:00,2,0,cross-media-measurement,5,47,6,1
2186256789,1927,https://github.com/world-federation-of-advertisers/cross-media-measurement/pull/1927,closed,True,fix: Read all EventGroups from simulators rather than stopping at first page,SanjayVas,1747892,"The MC and EDP simulators were only reading the first page of results from ListEventGroups. This means that in environments with more EventGroups, not all test EventGroups would be read. This is exacerbated by #1916, as the default page size is now smaller.",2024-11-18 22:43:40+00:00,2024-11-22 17:24:46+00:00,2024-11-22 17:24:46+00:00,2,0,cross-media-measurement,1,60,34,3
2185316948,1926,https://github.com/world-federation-of-advertisers/cross-media-measurement/pull/1926,open,False,ci: Add conventional commit PR check,mikkokotila,7943188,Closes #1908 ,2024-11-18 14:20:16+00:00,,,3,0,cross-media-measurement,2,29,0,1
2182749244,1925,https://github.com/world-federation-of-advertisers/cross-media-measurement/pull/1925,closed,True,fix: Include known types when building EventGroup filter registry,SanjayVas,1747892,Closes #1924,2024-11-15 22:51:35+00:00,2024-11-18 18:21:01+00:00,2024-11-18 18:21:01+00:00,1,0,cross-media-measurement,1,95,18,2
2182568962,1923,https://github.com/world-federation-of-advertisers/cross-media-measurement/pull/1923,closed,True,refactor: Extract listResources utility function for handling pagination,SanjayVas,1747892,"This also fixes an issue where EventGroupsServiceTest was waiting for a real 30s deadline to pass.
Also fixes the simulator issue of PR https://github.com/world-federation-of-advertisers/cross-media-measurement/pull/1927:
The MC and EDP simulators were only reading the first page of results from ListEventGroups. This means that in environments with more EventGroups, not all test EventGroups would be read. This is exacerbated by https://github.com/world-federation-of-advertisers/cross-media-measurement/pull/1916, as the default page size is now smaller.",2024-11-15 21:02:42+00:00,2024-11-22 18:15:57+00:00,2024-11-22 18:15:57+00:00,3,0,cross-media-measurement,4,377,198,15
2180726702,1921,https://github.com/world-federation-of-advertisers/cross-media-measurement/pull/1921,closed,True,fix:Handle ApiKey authentication error when it is invalid.,renjiezh,94721804,https://github.com/world-federation-of-advertisers/cross-media-measurement/issues/839,2024-11-14 23:00:58+00:00,2024-11-18 16:00:21+00:00,2024-11-18 16:00:21+00:00,1,0,cross-media-measurement,1,12,5,1
2180545521,1920,https://github.com/world-federation-of-advertisers/cross-media-measurement/pull/1920,closed,True,fix:Compare computatation token versions in Millbase during exception handling.,renjiezh,94721804,"The computation token could be updated by Herald of ControlService. The error handling should skip for outdated computation token.
fix https://github.com/world-federation-of-advertisers/cross-media-measurement/issues/1918",2024-11-14 20:32:45+00:00,2024-12-04 00:22:28+00:00,2024-12-04 00:22:28+00:00,1,0,cross-media-measurement,4,44,26,1
2178426230,1917,https://github.com/world-federation-of-advertisers/cross-media-measurement/pull/1917,closed,True,refactor: Delete Reporting v1,SanjayVas,1747892,Closes #1882,2024-11-13 21:52:18+00:00,2024-11-25 18:56:15+00:00,2024-11-25 18:56:15+00:00,1,0,cross-media-measurement,1,15,18635,111
2178159263,1916,https://github.com/world-federation-of-advertisers/cross-media-measurement/pull/1916,closed,True,fix!: Update maximum and default page_size for ListRequisitions and ListEventGroups,SanjayVas,1747892,Closes #1915,2024-11-13 19:19:19+00:00,2024-11-18 20:00:57+00:00,2024-11-18 20:00:57+00:00,1,0,cross-media-measurement,1,10,10,6
2177858549,1914,https://github.com/world-federation-of-advertisers/cross-media-measurement/pull/1914,closed,True,fix: Ensure population is persisted in ModelRelease upon creation,jojijac0b,13946688,"There is a bug where population is not added to the model release upon creation. This change fixes that bug by 1) including the population field when a new model release is created, 2) populating the externalDataProviderId(population data provider) and externalPopulationId fields when converting from external to internal model release, and 3) populating the population field when converting from internal to external model release.",2024-11-13 16:38:23+00:00,2024-11-13 20:17:10+00:00,2024-11-13 20:17:10+00:00,1,0,cross-media-measurement,3,31,3,4
2175543504,1911,https://github.com/world-federation-of-advertisers/cross-media-measurement/pull/1911,closed,True,test: Implement population requisition fulfiller test in InProcessLifeOfAMeasurementIntegrationTest,jojijac0b,13946688,,2024-11-12 18:53:38+00:00,2024-11-21 19:04:51+00:00,2024-11-21 19:04:51+00:00,1,0,cross-media-measurement,19,786,124,18
2174617122,1910,https://github.com/world-federation-of-advertisers/cross-media-measurement/pull/1910,open,False,docs: fix grammar and other small issues in README.md,mikkokotila,7943188,"This PR makes grammatical fixes and minor adjustments to the [main README.md](https://github.com/world-federation-of-advertisers/cross-media-measurement/blob/main/README.md).

Excellent intro document, by the way. ",2024-11-12 11:01:10+00:00,,,2,0,cross-media-measurement,5,30,30,1
2173774446,1907,https://github.com/world-federation-of-advertisers/cross-media-measurement/pull/1907,closed,True,feat: Define internal Access API,SanjayVas,1747892,,2024-11-11 23:39:58+00:00,2024-11-26 19:24:57+00:00,2024-11-26 19:24:57+00:00,2,0,cross-media-measurement,1,633,0,11
2173595573,1906,https://github.com/world-federation-of-advertisers/cross-media-measurement/pull/1906,closed,True,feat: report processor supports unique reach measurements.,ple13,15066084,,2024-11-11 20:54:25+00:00,2024-12-06 22:19:06+00:00,2024-12-06 22:19:06+00:00,1,0,cross-media-measurement,36,2027,164,15
2170612130,1905,https://github.com/world-federation-of-advertisers/cross-media-measurement/pull/1905,closed,True,feat: Use Bouncy Castle to generate CSRs for AWS private CA.,robinsons,7083419,Removes a dependency on `openssl` for generating CSRs and switches to Bouncy Castle APIs instead. This PR is based on the corresponding changes in #1602.,2024-11-08 23:34:03+00:00,2024-11-20 21:04:21+00:00,2024-11-20 21:04:21+00:00,1,0,cross-media-measurement,2,232,73,16
2167930227,1904,https://github.com/world-federation-of-advertisers/cross-media-measurement/pull/1904,closed,True,feat: Add BaseTeeApplication ,Marco-Premier,1636171,,2024-11-07 17:17:17+00:00,2024-12-13 21:09:31+00:00,2024-12-13 21:09:31+00:00,2,0,cross-media-measurement,25,375,6,7
2164123552,1902,https://github.com/world-federation-of-advertisers/cross-media-measurement/pull/1902,closed,False,feat: configure measurement system prober cron job,roaminggypsy,37773368,"There are also some reformat changes due to Intellij's Reformat File action.

Not  very sure about 'Current Kingdom Retention Cronjobs' in updating-retention-policies.md.
Do we want to support flags like time-to-live and days-to-liver for the prober? ",2024-11-05 23:59:04+00:00,2024-11-26 23:43:11+00:00,,3,0,cross-media-measurement,0,0,0,0
2163736629,1901,https://github.com/world-federation-of-advertisers/cross-media-measurement/pull/1901,closed,True,fix: Remove if check for update time filters when adding shard ID clause in StreamMeasurements,tristanvuong2021,85768771,"fix: Remove if check for update time filters when adding shard ID clause in StreamMeasurements

StreamMeasurements always orders results by Update time so the shard ID clause should always be added. [Testing](https://github.com/world-federation-of-advertisers/cross-media-measurement/pull/1805) revealed that with the if check, setting the after field is required for it to work properly.",2024-11-05 19:05:50+00:00,2024-11-06 21:46:20+00:00,2024-11-06 21:46:20+00:00,1,0,cross-media-measurement,1,2,4,1
2162080374,1900,https://github.com/world-federation-of-advertisers/cross-media-measurement/pull/1900,closed,True,feat: Add database schema for internal Access API,SanjayVas,1747892,,2024-11-05 01:33:06+00:00,2024-12-07 02:48:59+00:00,2024-12-07 02:48:59+00:00,1,0,cross-media-measurement,1,233,0,7
2158846972,1897,https://github.com/world-federation-of-advertisers/cross-media-measurement/pull/1897,closed,True,feat: Log ComputationToken details for ALREADY_EXISITS computation.,renjiezh,94721804,,2024-11-01 22:43:29+00:00,2024-11-06 22:16:39+00:00,2024-11-06 22:16:39+00:00,1,0,cross-media-measurement,3,10,4,2
2157245109,1895,https://github.com/world-federation-of-advertisers/cross-media-measurement/pull/1895,closed,True, fix: check updated and created fields before assignment,roaminggypsy,37773368,Closes #1893 ,2024-11-01 00:05:28+00:00,2024-11-04 20:24:04+00:00,2024-11-04 20:24:04+00:00,1,0,cross-media-measurement,4,58,8,2
2157174513,1894,https://github.com/world-federation-of-advertisers/cross-media-measurement/pull/1894,closed,True,ci: Set TCP keepalive for Bazel test workflows,SanjayVas,1747892,This should reduce the likelihood of having disconnections from the BuildBuddy Build Event Service (BES).,2024-10-31 22:29:35+00:00,2024-11-04 18:31:25+00:00,2024-11-04 18:31:25+00:00,1,0,cross-media-measurement,1,8,0,2
2156993695,1892,https://github.com/world-federation-of-advertisers/cross-media-measurement/pull/1892,closed,True,ci: Fix cache path for update-trivy-cache workflow,SanjayVas,1747892,"The GitHub Actions cache version includes the path and does not disambiguate equivalent paths. Therefore the relative path `.cache/trivy-cache` results in a different version than the absolute path `/home/runner/work/cross-media-measurement/cross-media-measurement/.cache/trivy`.

Closes #1891 ",2024-10-31 19:59:09+00:00,2024-10-31 21:03:51+00:00,2024-10-31 21:03:51+00:00,2,0,cross-media-measurement,1,1,1,1
2156192708,1890,https://github.com/world-federation-of-advertisers/cross-media-measurement/pull/1890,open,False,Controlplane api,Marco-Premier,1636171,"Add WorkItemsService to handle the creation of work items through RabbitMQ queues. 
The service provides queue validation, persistent message publishing, and proper 
channel recovery after failures.",2024-10-31 12:51:38+00:00,,,1,0,cross-media-measurement,13,546,6,11
2154851533,1889,https://github.com/world-federation-of-advertisers/cross-media-measurement/pull/1889,closed,True,feat: Add new view for retrieving additional log entries,tristanvuong2021,85768771,"feat: Add new view for retrieving additional log entries

Supports [#1805 ](https://github.com/world-federation-of-advertisers/cross-media-measurement/pull/1805)",2024-10-30 19:36:48+00:00,2024-11-01 15:42:52+00:00,2024-11-01 15:42:52+00:00,1,0,cross-media-measurement,5,283,4,6
2152560470,1887,https://github.com/world-federation-of-advertisers/cross-media-measurement/pull/1887,closed,True,test: prober integration test,roaminggypsy,37773368,,2024-10-29 22:20:16+00:00,2024-11-07 00:03:39+00:00,2024-11-07 00:03:39+00:00,1,0,cross-media-measurement,18,274,27,7
2152090437,1886,https://github.com/world-federation-of-advertisers/cross-media-measurement/pull/1886,closed,True,feat(edp-simulator)!: Specify EventGroup metadata via command-line option,SanjayVas,1747892,"EventGroup metadata is now supplied by the `--event-group-metadata` option instead of using the specs passed to the `--event-group-spec` option. The `--event-group-metadata-type-url` option is used to indicate the message type of the EventGroup metadata, which must be a known metadata type.

BREAKING CHANGE: The EDP simulator has a new required `--event-group-metadata` option.
BREAKING CHANGE: The EDP simulator now takes the `--known-event-group-metadata-type` option.

Closes #1880",2024-10-29 17:05:54+00:00,2024-10-30 20:10:06+00:00,2024-10-30 20:10:06+00:00,1,0,cross-media-measurement,1,119,43,11
2151284177,1885,https://github.com/world-federation-of-advertisers/cross-media-measurement/pull/1885,closed,True,feat: Report processor supports cumulative and total measurements with different sets of EDP combinations.,ple13,15066084,,2024-10-29 11:13:46+00:00,2024-12-02 19:45:02+00:00,2024-12-02 19:45:02+00:00,2,0,cross-media-measurement,24,1606,835,8
2150229374,1884,https://github.com/world-federation-of-advertisers/cross-media-measurement/pull/1884,closed,True,refactor!: Delete BigQuery and CSV EDP simulator variants,SanjayVas,1747892,Closes #1881 ,2024-10-28 21:57:03+00:00,2024-10-29 17:06:43+00:00,2024-10-29 17:06:43+00:00,1,0,cross-media-measurement,1,54,1329,29
2150107355,1883,https://github.com/world-federation-of-advertisers/cross-media-measurement/pull/1883,closed,True,fix: Allow zero reach in relative frequency variance computation.,ple13,15066084,,2024-10-28 20:41:11+00:00,2024-10-29 19:36:57+00:00,2024-10-29 19:36:57+00:00,1,0,cross-media-measurement,6,207,2,2
2144223270,1878,https://github.com/world-federation-of-advertisers/cross-media-measurement/pull/1878,closed,True,ci: Keep Trivy cache up-to-date on default branch,SanjayVas,1747892,See https://github.com/aquasecurity/trivy-action?tab=readme-ov-file#updating-caches-in-the-default-branch,2024-10-24 17:33:22+00:00,2024-10-28 18:57:23+00:00,2024-10-28 18:57:23+00:00,1,0,cross-media-measurement,1,58,0,2
2141710702,1876,https://github.com/world-federation-of-advertisers/cross-media-measurement/pull/1876,closed,True,fix: Ensure update-cmms workflow can run with ci Bazel configuration,SanjayVas,1747892,The `ci` Bazel configuration enables remote execution and caching via BuildBuddy. There was some missing configuration in #1840 which prevents the `update-cmms` workflow from completing successfully.,2024-10-23 17:53:08+00:00,2024-10-28 17:34:13+00:00,2024-10-28 17:34:13+00:00,1,0,cross-media-measurement,1,46,77,15
2138921600,1875,https://github.com/world-federation-of-advertisers/cross-media-measurement/pull/1875,closed,True,ci: Update aquasecurity/trivy-action to 0.28.0,SanjayVas,1747892,"Newer versions using caching for the vulnerability DB, which should reduce the likelihood of `TOOMANYREQUESTS` errors.",2024-10-22 16:53:17+00:00,2024-10-22 18:34:40+00:00,2024-10-22 18:34:40+00:00,1,0,cross-media-measurement,1,1,1,1
2138410393,1874,https://github.com/world-federation-of-advertisers/cross-media-measurement/pull/1874,closed,False,Controlplane KMS client,Marco-Premier,1636171,"Classes to interact with Google KMS.

This class is needed to decrypt a DEK using a KEK.",2024-10-22 12:54:52+00:00,2024-10-24 08:02:31+00:00,,2,0,cross-media-measurement,2,5551,3085,8
2138083208,1873,https://github.com/world-federation-of-advertisers/cross-media-measurement/pull/1873,closed,False,rabbit mq handler,Marco-Premier,1636171,"RabbitMQ handler that receives messages from the Rabbit MQ and dispatch them to another process that runs the TEE APP.

This will ensure that each `Work` will be processed with fresh memory and no data is leaked between `Work` executions.

Note: 
- Tests will be added after discussing the class
- Is authentication using username and password sufficient considering that rabbit mq server will run in the same VPC as MIG VMs and will only accept connection from them?",2024-10-22 10:15:18+00:00,2024-10-29 11:57:54+00:00,,2,0,cross-media-measurement,5,5492,3158,5
2137201647,1872,https://github.com/world-federation-of-advertisers/cross-media-measurement/pull/1872,closed,True,test: Temporarily disable SpannerModelRolloutsServiceTest,SanjayVas,1747892,,2024-10-22 00:00:37+00:00,2024-10-22 15:50:54+00:00,2024-10-22 15:50:54+00:00,1,0,cross-media-measurement,1,2,0,1
2137090116,1871,https://github.com/world-federation-of-advertisers/cross-media-measurement/pull/1871,closed,False,test: Add per-test timeout to SpannerModelRolloutsServiceTest,SanjayVas,1747892,"This test is flaky in such a way that the failures cause the test to hang indefinitely. This change at least allows it to fail faster.

See #1368",2024-10-21 22:08:35+00:00,2024-10-21 23:50:32+00:00,,2,0,cross-media-measurement,1,4,1,2
2136656075,1870,https://github.com/world-federation-of-advertisers/cross-media-measurement/pull/1870,open,False,perf: Use CASE expression in StreamModelRollouts query,SanjayVas,1747892,This allows short-circuiting.,2024-10-21 17:26:56+00:00,,,1,0,cross-media-measurement,2,87,56,3
